,cm_cd,IncomePA,cm_occup,E2Channel,IsKarvy,KRA YN,age,months_since_last_login,months_since_last_trade,dp_holding,total_logins_one_year,total_trades_one_year
12299,123ALAKA,<=1L,S,CAT,0,N,26.0,4.030675698973589,132.0,0.0,14.0,0.0
12314,10054532,5_10L,P,CAT,0,Y,28.0,0.7123324065035178,3.340723133212485,0.0,853.0,56.0
12318,11197645,<=1L,S,CAT,0,N,27.0,1.1065910155098628,3.702126858134968,0.0,342.0,19.0
12323,12342044,<=1L,O,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
12331,10976883,5_10L,P,CAT,0,N,48.0,132.0,132.0,0.0,0.0,0.0
12342,11258198,<=1L,S,CAT,0,Y,20.0,3.143593828709313,3.340723133212485,0.0,10.0,1.0
12360,11021997,1_5L,S,CAT,0,N,24.0,1.139445899593725,5.903404091753728,180.0,149.0,5.0
12361,10850134,<=1L,S,CAT,0,N,18.0,1.2380105518453113,1.2708654359291731,0.0,6.0,1.0
12363,10809656,5_10L,P,CAT,0,Y,21.0,132.0,132.0,0.0,0.0,0.0
12385,12344285,5_10L,P,CAT,0,Y,25.0,132.0,132.0,0.0,0.0,0.0
12412,11084387,5_10L,P,CAT,0,Y,34.0,2.847899871954554,5.870549207669867,0.0,385.0,4.0
12419,10333361,<=1L,S,CAT,0,N,32.0,1.6979789290193803,1.895108233522553,0.0,18.0,1.0
12462,10319002,<=1L,S,CAT,0,N,20.0,2.1579473061934498,2.650770567451381,0.0,17.0,1.0
12467,123JU456,5_10L,P,CAT,0,Y,32.0,132.0,132.0,0.0,0.0,0.0
12493,10738786,5_10L,P,CAT,0,Y,25.0,132.0,132.0,0.0,0.0,0.0
12522,10813266,5_10L,P,CAT,0,N,33.0,6.724776193850281,132.0,0.0,335.0,0.0
12563,10056065,5_10L,S,CAT,0,Y,25.0,2.880754756038416,2.880754756038416,0.0,3.0,1.0
12577,10574713,5_10L,P,CAT,0,Y,19.0,4.457789192063796,4.687773380650831,0.0,54.0,2.0
12605,10672152,5_10L,P,CAT,0,Y,20.0,3.767836626302692,1.895108233522553,0.0,11.0,1.0
12665,1000NEER,<=1L,O,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
12687,10178484,<=1L,S,CAT,0,N,19.0,1.467994740432346,2.1579473061934498,0.0,75.0,1.0
12688,10304490,5_10L,P,CAT,0,Y,23.0,8.13753620945635,1.467994740432346,0.0,10.0,1.0
12691,10244281,<=1L,S,CAT,0,N,23.0,0.7451872905873799,3.143593828709313,0.0,120.0,7.0
12695,11126398,<=1L,S,CAT,0,Y,24.0,1.0408812473421387,1.0080263632582769,0.0,4.0,1.0
12714,10191066,5_10L,P,CAT,0,Y,30.0,132.0,1.2708654359291731,0.0,0.0,1.0
12719,10877091,5_10L,P,CAT,0,N,19.0,132.0,132.0,0.0,0.0,0.0
12720,10615116,5_10L,P,CAT,0,N,28.0,132.0,132.0,0.0,0.0,0.0
12723,10215697,<=1L,S,CAT,0,N,24.0,3.537852437715657,132.0,0.0,9.0,0.0
12728,10949917,<=1L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
12753,11178252,5_10L,P,CAT,0,Y,54.0,1.0080263632582769,1.2051556677614492,0.0,264.0,19.0
12755,10940996,1_5L,S,CAT,0,N,40.0,0.7123324065035178,1.2051556677614492,0.0,5.0,1.0
12762,10726229,5_10L,S,CAT,1,N,42.0,1.467994740432346,3.373578017296347,0.0,13.0,1.0
12784,10792960,<=1L,S,CAT,0,N,23.0,2.223657074361174,2.223657074361174,0.0,10.0,2.0
12823,11111821,5_10L,P,CAT,0,Y,26.0,0.7123324065035178,1.6651240449355185,0.0,317.0,54.0
12838,10505669,<=1L,S,CAT,0,N,19.0,1.5994142767677944,1.6651240449355185,0.0,6.0,2.0
12839,10816418,5_10L,P,CAT,0,Y,28.0,132.0,132.0,0.0,0.0,0.0
12841,10635259,<=1L,S,CAT,0,Y,21.0,132.0,1.467994740432346,0.0,0.0,1.0
12848,10600404,5_10L,S,CAT,0,N,21.0,5.31201617824421,132.0,0.0,3.0,0.0
12876,100AVINA,1_5L,S,CAT,0,N,33.0,2.1579473061934498,132.0,0.0,37.0,0.0
12901,10844992,5_10L,P,CAT,0,N,25.0,0.7451872905873799,1.0737361314260008,0.0,129.0,6.0
12908,10491190,5_10L,P,CAT,0,N,22.0,5.640565019082832,132.0,0.0,6.0,0.0
12934,10827932,5_10L,P,CAT,0,Y,21.0,3.340723133212485,2.125092422109588,0.0,85.0,1.0
12942,12594134,<=1L,P,CAT,0,N,38.0,132.0,132.0,0.0,0.0,0.0
12949,11130110,5_10L,P,CAT,0,Y,29.0,2.519351031115933,132.0,0.0,2.0,0.0
13016,10112431,5_10L,S,CAT,0,N,63.0,1.6651240449355185,1.6651240449355185,0.0,7.0,1.0
13033,12150555,5_10L,P,CAT,0,N,37.0,1.500849624516208,132.0,0.0,363.0,0.0
13071,11265992,<=1L,S,CAT,0,N,29.0,4.063530583057451,4.063530583057451,0.0,11.0,2.0
13079,12259633,5_10L,P,CAT,0,N,28.0,1.0408812473421387,1.6651240449355185,0.0,333.0,21.0
13082,11162093,5_10L,S,CAT,0,N,60.0,3.8006915103865535,3.833546394470417,0.0,24.0,2.0
13086,10486017,5_10L,S,CAT,0,N,18.0,3.045029176457726,3.045029176457726,0.0,5.0,1.0
13095,11990058,5_10L,P,CAT,0,N,28.0,132.0,132.0,0.0,0.0,0.0
13111,11695222,5_10L,P,CAT,0,N,20.0,1.5994142767677944,12.277251604022974,0.0,27.0,0.0
13144,10732308,5_10L,P,CAT,0,N,48.0,132.0,1.2708654359291731,0.0,0.0,1.0
13173,12072406,5_10L,P,CAT,0,Y,22.0,8.794633891133593,132.0,0.0,13.0,1.0
13178,10615279,5_10L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
13180,10426016,5_10L,P,CAT,0,N,31.0,132.0,132.0,0.0,0.0,0.0
13200,10412735,5_10L,P,CAT,0,N,19.0,5.542000366831245,132.0,0.0,7.0,0.0
13210,11222792,5_10L,P,CAT,0,Y,34.0,132.0,0.6137677542519315,0.0,0.0,1.0
13238,10913698,5_10L,P,CAT,0,N,40.0,7.3490189914436606,1.2380105518453113,0.0,285.0,2.0
13246,10566080,<=1L,S,CAT,0,Y,24.0,3.275013365044761,3.242158480960899,0.0,2.0,1.0
13256,10202000,5_10L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0
13267,10031105,5_10L,S,CAT,0,N,42.0,1.500849624516208,1.862253349438691,0.0,4.0,1.0
13282,11003501,<=1L,S,CAT,0,Y,26.0,2.4536412629482087,2.683625451535243,0.0,4.0,1.0
13291,11188062,<=1L,S,CAT,0,N,27.0,4.129240351225175,5.804839439502142,0.0,212.0,12.0
13309,10019382,1_5L,S,CAT,0,N,23.0,9.451731572810834,132.0,0.0,16.0,0.0
13326,10268253,5_10L,P,CAT,0,N,22.0,4.162095235309037,132.0,0.0,62.0,0.0
13347,12341737,5_10L,P,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0
13349,10760546,5_10L,P,CAT,0,Y,19.0,5.936258975837591,132.0,0.0,37.0,0.0
13365,10494978,<=1L,S,CAT,0,N,20.0,132.0,3.1107389446254503,0.0,0.0,3.0
13387,10300619,5_10L,P,CAT,0,Y,23.0,132.0,132.0,0.0,0.0,0.0
13394,11599470,5_10L,P,others,0,N,25.0,4.129240351225175,8.170391093540212,0.0,717.0,18.0
13471,10143309,<=1L,S,CAT,0,N,26.0,2.650770567451381,3.5049975536317954,0.0,19.0,1.0
13500,11910340,5_10L,P,CAT,0,Y,36.0,2.223657074361174,8.991763195636764,0.0,106.0,1.0
13551,10615240,<=1L,P,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
13588,10107374,<=1L,S,Brp,0,Y,32.0,1.4351398563484838,2.585060799283657,0.0,19.0,1.0
13596,10911730,5_10L,P,GL Investments,0,Y,25.0,1.3365752040968977,1.6322691608516564,0.0,18.0,1.0
13620,10217126,5_10L,P,CAT,0,N,21.0,8.926053427469041,132.0,0.0,6.0,0.0
13621,10650911,<=1L,S,CAT,0,Y,25.0,2.552205915199795,3.143593828709313,0.0,4.0,1.0
13712,11244979,5_10L,S,CAT,1,N,44.0,2.3550766106966226,132.0,0.0,9.0,0.0
13780,11104885,5_10L,P,CAT,0,N,27.0,2.2893668425288984,11.817283226848906,0.0,328.0,1.0
13797,1000USHA,<=1L,others,CAT,0,N,37.0,2.4207863788643467,2.847899871954554,0.0,245.0,16.0
13800,10069JMD,5_10L,P,Franchisee,0,Y,22.0,0.9094617110066904,8.367520398043386,0.0,335.0,62.0
13811,10295194,<=1L,S,CAT,0,N,24.0,1.467994740432346,1.4351398563484838,0.0,5.0,1.0
13855,10996013,5_10L,P,CAT,0,Y,22.0,7.250454339192074,132.0,0.0,28.0,0.0
13913,10829903,<=1L,S,CAT,0,N,27.0,1.9279631176064151,2.1579473061934498,0.0,6.0,1.0
13918,11197645,<=1L,S,CAT,0,N,27.0,1.1065910155098628,3.702126858134968,0.0,342.0,19.0
13923,12348859,<=1L,P,CAT,0,N,39.0,3.1107389446254503,132.0,0.0,86.0,0.0
13930,11248739,<=1L,S,CAT,0,Y,23.0,0.778042174671242,2.3879314947804846,0.0,17.0,1.0
13958,11141967,<=1L,P,CAT,0,N,46.0,132.0,132.0,0.0,0.0,0.0
13960,10908218,5_10L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0
13964,12448480,5_10L,P,CAT,0,N,36.0,132.0,132.0,0.0,0.0,0.0
13969,10446901,5_10L,P,CAT,0,Y,21.0,4.063530583057451,132.0,0.0,8.0,0.0
14022,10615550,<=1L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
14028,12771807,5_10L,P,CAT,0,Y,23.0,4.227805003476762,132.0,0.0,250.0,0.0
14048,10526112,5_10L,P,CAT,0,Y,42.0,7.611858064114557,132.0,0.0,50.0,0.0
14098,10090380,<=1L,S,CAT,0,Y,34.0,0.7451872905873799,132.0,0.0,74.0,0.0
14099,10113914,<=1L,S,CAT,0,N,18.0,1.7636886971871049,1.6979789290193803,0.0,11.0,1.0
14138,10619488,5_10L,P,CAT,0,N,21.0,2.190802190277312,3.242158480960899,0.0,20.0,5.0
14140,10982414,<=1L,P,CAT,0,N,31.0,5.7391296713344175,1.895108233522553,0.0,8.0,1.0
14143,11226407,5_10L,P,CAT,0,N,22.0,7.776132484533868,132.0,0.0,17.0,0.0
14148,10068665,<=1L,S,CAT,0,N,23.0,132.0,1.1723007836775872,0.0,4.0,1.0
14150,11679689,5_10L,P,CAT,0,Y,40.0,0.6466226383357937,1.2708654359291731,0.0,243.0,2.0
14154,10858888,5_10L,P,CAT,0,Y,34.0,4.392079423896072,132.0,0.0,23.0,0.0
14177,11073655,<=1L,S,CAT,0,N,27.0,2.552205915199795,2.585060799283657,0.0,13.0,1.0
14192,10625883,5_10L,P,CAT,0,N,28.0,1.4351398563484838,132.0,0.0,279.0,0.0
14208,11221036,5_10L,P,CAT,0,Y,26.0,6.724776193850281,132.0,0.0,40.0,0.0
14230,10642386,<=1L,P,others,0,N,21.0,2.256511958445036,132.0,0.0,5.0,0.0
14236,10219080,<=1L,S,CAT,0,N,28.0,2.7821901037868297,2.847899871954554,0.0,13.0,1.0
14243,12750291,5_10L,P,CAT,0,Y,38.0,132.0,132.0,0.0,4.0,0.0
14252,1108JHUN,1_5L,others,Franchisee,0,N,25.0,1.467994740432346,4.4906440761476585,0.0,504.0,33.0
14256,10131983,<=1L,S,CAT,0,Y,27.0,4.063530583057451,132.0,0.0,5.0,0.0
14261,12299607,<=1L,P,CAT,0,N,26.0,132.0,1.7636886971871049,0.0,0.0,1.0
14262,10533599,5_10L,S,CAT,0,Y,31.0,1.4351398563484838,1.6651240449355185,0.0,11.0,1.0
14267,10347863,5_10L,P,CAT,0,N,23.0,132.0,132.0,0.0,0.0,0.0
14273,10542126,5_10L,P,CAT,0,Y,26.0,132.0,132.0,0.0,0.0,0.0
14276,10987076,5_10L,P,CAT,0,Y,25.0,132.0,132.0,0.0,2.0,0.0
14292,10006067,5_10L,S,CAT,0,Y,25.0,5.114886873741038,132.0,0.0,5.0,0.0
14293,11261311,5_10L,S,CAT,0,N,22.0,132.0,0.9423165950905524,0.0,0.0,1.0
14298,10795424,5_10L,P,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0
14308,10594686,<=1L,S,CAT,0,N,40.0,2.486496147032071,3.537852437715657,0.0,63.0,1.0
14317,10189406,<=1L,S,CAT,0,N,19.0,2.749335219702968,3.045029176457726,0.0,4.0,1.0
14343,10974299,<=1L,S,CAT,0,Y,21.0,1.0737361314260008,1.0408812473421387,0.0,25.0,1.0
14346,11031995,5_10L,P,CAT,0,Y,26.0,2.815044987870692,5.673419903166693,0.0,121.0,6.0
14360,11097826,5_10L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
14376,11031986,<=1L,others,CAT,0,N,35.0,0.7123324065035178,3.537852437715657,0.0,172.0,27.0
14378,10876712,5_10L,P,CAT,0,Y,28.0,7.18474457102435,132.0,0.0,7.0,0.0
14392,11319068,5_10L,P,CAT,0,Y,23.0,132.0,132.0,0.0,0.0,0.0
14413,10647646,<=1L,S,CAT,0,N,34.0,132.0,1.7636886971871049,31.0,0.0,1.0
14430,11044925,5_10L,P,CAT,0,Y,27.0,132.0,132.0,0.0,0.0,0.0
14440,10615109,<=1L,P,CAT,0,N,34.0,132.0,132.0,0.0,0.0,0.0
14441,10003225,<=1L,O,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0
14443,10939997,<=1L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
14446,1125MLAP,5_10L,P,Franchisee,0,Y,36.0,3.045029176457726,3.9649659308058647,0.0,552.0,4.0
14459,10452909,5_10L,P,CAT,0,Y,20.0,4.424934307979934,4.622063612483107,0.0,90.0,18.0
14501,11134083,<=1L,S,CAT,0,Y,22.0,4.884902685154003,132.0,0.0,4.0,0.0
14504,11197397,<=1L,S,CAT,0,N,20.0,1.0408812473421387,6.593356657514832,0.0,145.0,1.0
14509,10271992,<=1L,P,CAT,0,N,29.0,132.0,132.0,0.0,0.0,0.0
14524,10615230,5_10L,P,CAT,0,Y,27.0,0.9751714791744146,3.143593828709313,0.0,695.0,264.0
14543,11278115,5_10L,P,CAT,0,N,18.0,0.6137677542519315,1.2380105518453113,0.0,240.0,14.0
14547,10114998,<=1L,S,CAT,0,Y,22.0,1.6322691608516564,1.862253349438691,0.0,3.0,1.0
14592,10865325,<=1L,S,CAT,0,Y,27.0,1.862253349438691,3.242158480960899,0.0,5.0,1.0
14599,10655597,<=1L,S,CAT,0,N,22.0,4.162095235309037,132.0,0.0,3.0,1.0
14642,12318612,5_10L,P,CAT,0,N,46.0,132.0,132.0,0.0,0.0,0.0
14662,10809601,5_10L,P,Franchisee,0,N,22.0,6.593356657514832,132.0,0.0,43.0,0.0
14666,10166740,<=1L,P,CAT,0,N,24.0,132.0,1.4351398563484838,0.0,0.0,1.0
14677,10615235,<=1L,P,CAT,0,N,22.0,5.903404091753728,132.0,0.0,68.0,0.0
14710,10139878,5_10L,S,CAT,0,Y,25.0,5.082031989657176,132.0,0.0,3.0,0.0
14727,10615156,<=1L,P,CAT,0,N,30.0,132.0,132.0,0.0,0.0,0.0
14770,10161016,<=1L,S,CAT,0,N,54.0,2.3879314947804846,132.0,0.0,43.0,0.0
14797,10897231,<=1L,P,CAT,0,N,29.0,132.0,132.0,0.0,0.0,0.0
14800,10191288,<=1L,P,CAT,0,N,19.0,8.071826441288627,132.0,0.0,19.0,0.0
14804,11029383,5_10L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0
14806,12343899,1_5L,S,CAT,0,N,20.0,132.0,132.0,0.0,0.0,0.0
14817,10869088,<=1L,S,CAT,0,Y,22.0,1.2708654359291731,2.585060799283657,0.0,7.0,1.0
14824,10886500,5_10L,P,CAT,0,N,26.0,10.63450739982987,132.0,0.0,30.0,0.0
14834,10615096,5_10L,P,CAT,0,Y,29.0,132.0,132.0,0.0,0.0,0.0
14865,11223513,5_10L,P,CAT,0,Y,26.0,6.363372468927798,132.0,31.0,1.0,0.0
14870,10161144,<=1L,S,CAT,0,N,20.0,132.0,0.8437519428389662,0.0,0.0,1.0
14874,10228770,<=1L,S,CAT,0,Y,19.0,2.4536412629482087,2.4207863788643467,0.0,3.0,1.0
14884,10546025,<=1L,S,CAT,0,N,21.0,132.0,1.1723007836775872,0.0,0.0,1.0
14885,10522742,5_10L,S,CAT,0,Y,24.0,3.307868249128623,132.0,0.0,3.0,0.0
14887,10261155,5_10L,P,CAT,0,N,50.0,4.98346733740559,132.0,0.0,5.0,0.0
14902,10276199,<=1L,S,CAT,0,N,22.0,0.9094617110066904,1.3037203200130354,0.0,13.0,1.0
14911,12344865,5_10L,P,CAT,0,Y,30.0,13.558592083293597,2.0922375380257257,0.0,0.0,1.0
14921,12343423,<=1L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
14942,10741563,<=1L,S,CAT,0,Y,22.0,3.1107389446254503,3.242158480960899,0.0,1.0,1.0
14948,10119255,5_10L,P,CAT,0,N,23.0,9.51744134097856,132.0,0.0,8.0,0.0
14958,10138367,5_10L,P,CAT,0,N,35.0,132.0,1.0408812473421387,0.0,0.0,1.0
14967,10615097,<=1L,P,CAT,0,N,48.0,132.0,132.0,0.0,0.0,0.0
14975,11227457,<=1L,S,CAT,0,N,26.0,2.7164803356191056,2.650770567451381,0.0,14.0,1.0
15009,10088589,5_10L,P,CAT,0,N,34.0,10.207393906739664,132.0,0.0,4.0,0.0
15011,10031454,5_10L,P,CAT,0,Y,39.0,0.9751714791744146,1.2051556677614492,0.0,46.0,1.0
15028,10770645,5_10L,P,CAT,0,Y,29.0,4.589208728399244,132.0,0.0,28.0,1.0
15029,10669973,<=1L,S,CAT,0,N,23.0,1.500849624516208,1.467994740432346,0.0,1.0,1.0
15030,10615132,<=1L,P,CAT,0,N,32.0,132.0,132.0,0.0,0.0,0.0
15059,12243648,1_5L,S,CAT,0,Y,61.0,1.0408812473421387,132.0,0.0,93.0,0.0
15070,11169382,<=1L,S,CAT,0,N,35.0,132.0,3.340723133212485,0.0,0.0,1.0
15117,12348481,1_5L,S,CAT,0,N,33.0,4.556353844315383,132.0,0.0,13.0,0.0
15123,11153930,1_5L,S,CAT,0,N,24.0,2.3222217266127605,2.125092422109588,31.0,24.0,1.0
15144,10628110,5_10L,P,CAT,0,Y,21.0,132.0,132.0,0.0,0.0,0.0
15159,10524442,5_10L,P,CAT,0,Y,23.0,132.0,132.0,0.0,0.0,0.0
15172,11116889,<=1L,P,CAT,0,N,22.0,1.5665593926839323,1.7636886971871049,0.0,4.0,1.0
15194,10880783,5_10L,P,CAT,0,N,32.0,4.720628264734693,7.710422716366144,0.0,1170.0,202.0
15208,11033078,<=1L,S,Brp,0,Y,34.0,1.139445899593725,2.650770567451381,0.0,35.0,1.0
15238,10077843,<=1L,S,CAT,0,N,19.0,0.6137677542519315,3.1107389446254503,0.0,62.0,3.0
15250,10319428,5_10L,S,CAT,1,N,26.0,1.2051556677614492,132.0,0.0,97.0,0.0
15253,10249465,<=1L,P,CAT,0,N,33.0,6.199098048508487,2.880754756038416,0.0,45.0,1.0
15283,10654173,5_10L,P,CAT,0,Y,44.0,1.796543581270967,132.0,0.0,71.0,0.0
15296,1234AUGA,5_10L,P,CAT,0,Y,24.0,7.6447129481984195,2.0922375380257257,0.0,1.0,1.0
15298,10364480,<=1L,S,CAT,0,N,20.0,2.190802190277312,1.2708654359291731,0.0,8.0,1.0
15321,11362897,5_10L,P,CAT,0,N,28.0,3.307868249128623,8.334665513959523,0.0,76.0,31.0
15345,10750514,<=1L,S,CAT,0,N,24.0,3.439287785464072,3.8006915103865535,0.0,12.0,2.0
15355,11008738,1_5L,S,CAT,0,N,23.0,132.0,0.9423165950905524,0.0,0.0,1.0
15369,1001SARV,1_5L,S,CAT,0,N,24.0,1.53370450860007,8.860343659301316,0.0,171.0,4.0
15410,10155328,<=1L,S,CAT,0,Y,23.0,4.129240351225175,132.0,0.0,12.0,0.0
15418,12348313,5_10L,P,CAT,0,N,29.0,132.0,132.0,0.0,0.0,0.0
15430,12342416,1_5L,B,CAT,0,N,36.0,6.823340846101867,132.0,0.0,7.0,0.0
15517,11041989,<=1L,O,CAT,0,N,32.0,4.8520478010701416,4.98346733740559,278586.0,376.0,34.0
15521,10615963,<=1L,S,CAT,0,Y,26.0,5.377725946411935,132.0,0.0,1.0,0.0
15533,10019382,1_5L,S,CAT,0,N,23.0,9.451731572810834,132.0,0.0,16.0,0.0
15541,10615267,<=1L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
15585,11230773,<=1L,S,CAT,0,Y,45.0,3.5049975536317954,132.0,0.0,78.0,0.0
15605,10616164,<=1L,O,CAT,0,N,23.0,11.653008806429597,15.562740012409185,0.0,8.0,0.0
15621,10615093,<=1L,P,CAT,0,N,23.0,132.0,132.0,0.0,0.0,0.0
15622,11239861,5_10L,P,CAT,0,Y,33.0,2.585060799283657,4.720628264734693,0.0,896.0,41.0
15669,12036030,5_10L,P,CAT,0,Y,61.0,5.607710134998969,132.0,0.0,659.0,0.0
15687,10469676,5_10L,P,CAT,0,Y,29.0,132.0,132.0,0.0,0.0,0.0
15690,10037520,<=1L,S,CAT,0,N,21.0,3.767836626302692,132.0,0.0,15.0,0.0
15713,10740593,<=1L,S,CAT,0,Y,29.0,0.9751714791744146,1.2051556677614492,0.0,5.0,1.0
15715,12734697,5_10L,P,CAT,0,Y,25.0,1.5665593926839323,5.1477417578249005,0.0,198.0,8.0
15716,10615204,<=1L,P,CAT,0,N,25.0,5.804839439502142,132.0,0.0,64.0,0.0
15730,00301JPR,others,others,others,0,N,37.0,1.2380105518453113,5.44343571457966,1275.0,187.0,102.0
15755,10017491,<=1L,P,CAT,0,N,47.0,132.0,132.0,0.0,0.0,0.0
15763,11041996,<=1L,S,CAT,0,N,25.0,132.0,3.373578017296347,0.0,0.0,1.0
15774,10166628,5_10L,S,CAT,0,N,28.0,1.53370450860007,132.0,0.0,18.0,0.0
15798,12341130,5_10L,P,CAT,0,N,21.0,0.9751714791744146,2.4207863788643467,0.0,43.0,1.0
15799,11051993,5_10L,P,CAT,0,N,28.0,5.410580830495797,132.0,0.0,70.0,0.0
15825,11848632,1_5L,others,CAT,0,N,27.0,4.162095235309037,132.0,0.0,139.0,0.0
15840,10385006,1_5L,others,CAT,0,Y,37.0,2.125092422109588,2.125092422109588,0.0,27.0,1.0
15849,12342726,<=1L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
15863,11006392,<=1L,S,CAT,0,N,19.0,1.9608180016902768,2.125092422109588,0.0,7.0,3.0
15886,11026984,5_10L,P,CAT,0,N,26.0,1.796543581270967,132.0,0.0,4.0,0.0
15900,12702000,5_10L,P,CAT,0,Y,21.0,132.0,132.0,0.0,0.0,0.0
15931,11249583,<=1L,S,CAT,0,Y,19.0,132.0,0.8437519428389662,0.0,0.0,1.0
15942,12614532,5_10L,P,CAT,0,N,35.0,8.334665513959523,132.0,0.0,83.0,0.0
15948,10054532,5_10L,P,CAT,0,Y,28.0,0.7123324065035178,3.340723133212485,0.0,853.0,56.0
15949,10074775,<=1L,S,CAT,0,N,24.0,2.190802190277312,2.7821901037868297,0.0,40.0,12.0
15954,11670991,1_5L,S,CAT,0,N,28.0,4.52349896023152,5.673419903166693,0.0,61.0,1.0
15975,12345133,<=1L,P,CAT,0,N,41.0,132.0,132.0,0.0,0.0,0.0
16020,1256180B,<=1L,O,CAT,0,N,21.0,1.0408812473421387,1.99367288577414,0.0,22.0,1.0
16033,11045252,5_10L,P,CAT,0,Y,30.0,1.4022849722646218,4.654918496566969,0.0,57.0,2.0
16036,10576558,<=1L,P,CAT,0,N,20.0,132.0,132.0,0.0,0.0,0.0
16039,11127194,5_10L,S,CAT,0,Y,27.0,1.139445899593725,1.2380105518453113,0.0,3.0,1.0
16040,10794115,<=1L,S,CAT,0,N,20.0,3.1107389446254503,3.307868249128623,0.0,28.0,2.0
16050,10101987,<=1L,P,Franchisee,0,N,34.0,1.9608180016902768,1.2380105518453113,31.0,80.0,1.0
16058,11272936,<=1L,S,CAT,0,Y,22.0,132.0,1.1723007836775872,0.0,0.0,1.0
16063,12342267,<=1L,P,CAT,0,N,20.0,132.0,132.0,0.0,0.0,0.0
16069,1000USHA,<=1L,others,CAT,0,N,37.0,2.4207863788643467,2.847899871954554,0.0,245.0,16.0
16099,12348283,1_5L,ST,CAT,0,N,23.0,132.0,1.2708654359291731,0.0,0.0,1.0
16109,11031995,5_10L,P,CAT,0,Y,26.0,2.815044987870692,5.673419903166693,0.0,121.0,6.0
16110,10615331,5_10L,P,CAT,0,N,26.0,4.52349896023152,1.9608180016902768,0.0,13.0,1.0
16123,10068519,<=1L,P,CAT,0,N,36.0,132.0,132.0,0.0,0.0,0.0
16134,10929331,<=1L,S,CAT,0,N,31.0,132.0,2.650770567451381,0.0,0.0,1.0
16147,11488675,<=1L,ST,CAT,0,N,20.0,5.082031989657176,6.823340846101867,0.0,61.0,15.0
16153,10933260,<=1L,S,CAT,0,Y,30.0,1.9608180016902768,3.373578017296347,31.0,113.0,1.0
16175,10444925,<=1L,S,CAT,0,N,29.0,1.5994142767677944,132.0,0.0,14.0,1.0
16179,10238773,<=1L,S,CAT,0,N,21.0,0.7123324065035178,1.862253349438691,0.0,89.0,4.0
16184,1001PARM,1_5L,S,CAT,0,N,21.0,132.0,1.2708654359291731,31.0,0.0,1.0
16186,10982414,<=1L,P,CAT,0,N,31.0,5.7391296713344175,1.895108233522553,0.0,8.0,1.0
16187,10288791,<=1L,S,CAT,0,N,22.0,2.125092422109588,2.125092422109588,0.0,5.0,1.0
16213,11237612,<=1L,S,CAT,0,Y,65.0,1.9608180016902768,132.0,0.0,8.0,0.0
16215,10732308,5_10L,P,CAT,0,N,48.0,132.0,1.2708654359291731,0.0,0.0,1.0
16220,10294362,5_10L,P,CAT,0,Y,41.0,132.0,132.0,0.0,0.0,0.0
16225,12344690,1_5L,S,CAT,0,N,23.0,6.231952932592349,7.743277600450005,0.0,87.0,2.0
16242,12249048,5_10L,P,CAT,0,Y,20.0,10.043119486320352,132.0,0.0,64.0,0.0
16264,10352087,5_10L,P,CAT,0,Y,22.0,132.0,132.0,0.0,0.0,0.0
16280,11171982,<=1L,S,CAT,0,N,22.0,132.0,3.143593828709313,0.0,0.0,1.0
16320,11779095,5_10L,P,CAT,0,Y,28.0,132.0,132.0,0.0,0.0,0.0
16333,10372232,<=1L,S,CAT,0,N,29.0,1.500849624516208,1.862253349438691,0.0,10.0,2.0
16366,10615350,<=1L,P,CAT,0,N,36.0,132.0,132.0,0.0,0.0,0.0
16367,10323401,5_10L,P,CAT,0,Y,39.0,5.049177105573314,132.0,0.0,67.0,0.0
16385,12696556,5_10L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
16422,11440205,<=1L,others,CAT,0,N,25.0,1.3037203200130354,132.0,0.0,24.0,0.0
16426,10MURALI,1_5L,S,CAT,0,N,34.0,3.7349817422188303,132.0,0.0,28.0,0.0
16444,10660059,5_10L,S,CAT,0,N,23.0,2.3879314947804846,132.0,0.0,22.0,0.0
16455,1122RANJ,1_5L,O,CAT,0,N,29.0,1.139445899593725,132.0,0.0,4.0,0.0
16539,10265209,<=1L,S,CAT,0,N,28.0,1.895108233522553,2.7821901037868297,0.0,396.0,121.0
16542,10615301,5_10L,P,CAT,0,Y,27.0,1.467994740432346,132.0,0.0,72.0,0.0
