,cm_cd,IncomePA,cm_occup,E2Channel,IsKarvy,KRA YN,age,months_since_last_login,months_since_last_trade,dp_holding,total_logins_one_year,total_trades_one_year
44235,10893298,5_10L,S,CAT,0,N,19.0,1.0080263632582769,1.0080263632582769,0.0,3.0,1.0
44243,10020686,<=1L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0
44244,10674493,5_10L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
44258,11110671,<=1L,S,CAT,0,Y,18.0,0.6794775224196558,0.6137677542519315,0.0,3.0,1.0
44337,10111996,1_5L,S,CAT,0,N,25.0,1.7636886971871049,31.858762518004777,0.0,23.0,0.0
44341,10985823,<=1L,P,CAT,0,N,30.0,4.1949501193929,132.0,0.0,50.0,0.0
44345,10700913,5_10L,P,CAT,0,N,20.0,9.55029622506242,132.0,0.0,6.0,0.0
44384,11034727,5_10L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
44407,10000YOG,<=1L,S,CAT,0,Y,32.0,3.833546394470417,132.0,0.0,3.0,0.0
44431,10706835,<=1L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
44449,10794414,5_10L,P,Franchisee,0,Y,35.0,3.8006915103865535,3.833546394470417,0.0,74.0,10.0
44494,11PATHAN,1_5L,others,CAT,0,N,43.0,5.44343571457966,2.4207863788643467,205561.0,68.0,7.0
44498,11166567,<=1L,P,CAT,0,N,33.0,132.0,132.0,0.0,0.0,0.0
44546,10713368,5_10L,P,CAT,0,N,31.0,6.297662700760074,132.0,0.0,6.0,0.0
44566,10129165,<=1L,S,CAT,0,Y,36.0,1.0408812473421387,1.3037203200130354,0.0,11.0,1.0
44578,10666181,5_10L,P,CAT,0,N,21.0,7.020470150605039,132.0,0.0,1.0,0.0
44589,10008983,5_10L,P,CAT,0,N,22.0,3.307868249128623,4.950612453321727,0.0,17.0,2.0
44600,10901121,5_10L,P,CAT,0,N,31.0,0.6466226383357937,1.2708654359291731,0.0,20.0,1.0
44602,10697662,<=1L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
44634,11231913,5_10L,P,Franchisee,0,N,25.0,3.340723133212485,2.0922375380257257,0.0,64.0,1.0
44664,11119634,<=1L,S,CAT,0,N,25.0,1.0737361314260008,1.0408812473421387,0.0,13.0,1.0
44694,11998360,5_10L,P,CAT,0,Y,38.0,1.0737361314260008,1.9279631176064151,0.0,178.0,1.0
44701,10615162,5_10L,P,CAT,0,Y,39.0,132.0,132.0,0.0,0.0,0.0
44707,10965083,5_10L,P,CAT,0,N,31.0,1.139445899593725,3.373578017296347,0.0,2.0,1.0
44719,10047385,<=1L,S,CAT,0,N,56.0,1.6322691608516564,1.6322691608516564,0.0,9.0,1.0
44723,10763299,5_10L,P,CAT,0,N,22.0,3.8006915103865535,132.0,0.0,15.0,0.0
44740,10881888,5_10L,S,CAT,0,Y,35.0,1.0080263632582769,4.063530583057451,0.0,141.0,2.0
44748,10614943,<=1L,S,CAT,0,Y,37.0,6.231952932592349,132.0,0.0,7.0,0.0
44749,10508132,<=1L,S,CAT,0,Y,19.0,4.260659887560624,1.2380105518453113,0.0,5.0,1.0
44755,10860710,<=1L,S,CAT,0,N,21.0,3.669271974051106,3.1107389446254503,0.0,1.0,2.0
44769,10614411,<=1L,S,CAT,0,N,31.0,2.1579473061934498,132.0,0.0,46.0,0.0
44772,10434389,5_10L,P,CAT,0,Y,27.0,3.57070732179952,2.125092422109588,0.0,92.0,2.0
44776,12305775,5_10L,P,CAT,0,N,45.0,1.467994740432346,132.0,0.0,152.0,0.0
44785,1001VIKU,1_5L,S,CAT,0,N,20.0,132.0,132.0,0.0,0.0,0.0
44804,10535907,5_10L,P,Franchisee,0,Y,24.0,6.363372468927798,132.0,0.0,73.0,0.0
44815,12781242,5_10L,P,CAT,0,Y,22.0,132.0,132.0,0.0,0.0,0.0
44830,10079961,<=1L,P,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
44831,10615078,5_10L,P,CAT,0,N,29.0,132.0,132.0,0.0,0.0,0.0
44835,10805875,5_10L,P,CAT,0,Y,34.0,5.542000366831245,132.0,0.0,104.0,0.0
44853,11227700,<=1L,ST,CAT,0,N,22.0,1.0408812473421387,12.67151021302932,67908.0,24.0,0.0
44903,10535110,<=1L,P,CAT,0,N,28.0,11.784428342765043,132.0,0.0,1.0,0.0
44904,11229046,5_10L,S,CAT,0,N,64.0,0.7123324065035178,0.8108970587551041,0.0,64.0,3.0
44914,11033608,<=1L,S,CAT,0,N,21.0,132.0,132.0,0.0,4.0,1.0
44926,10070875,<=1L,ST,CAT,0,N,21.0,132.0,1.7636886971871049,0.0,0.0,1.0
44930,10354537,5_10L,P,CAT,0,N,40.0,132.0,132.0,0.0,0.0,0.0
44940,10010658,5_10L,P,CAT,0,Y,20.0,6.264807816676211,1.99367288577414,0.0,16.0,1.0
44987,10966560,<=1L,P,CAT,0,N,44.0,132.0,132.0,0.0,0.0,0.0
45018,10543879,<=1L,S,CAT,0,N,19.0,2.486496147032071,2.617915683367519,0.0,33.0,1.0
45031,11840612,5_10L,P,CAT,0,N,54.0,6.297662700760074,132.0,0.0,18.0,0.0
45036,10615212,<=1L,P,CAT,0,N,40.0,132.0,132.0,0.0,0.0,0.0
45039,11234556,1_5L,S,CAT,0,N,35.0,3.767836626302692,132.0,0.0,17.0,0.0
45045,10991778,5_10L,P,CAT,0,Y,37.0,1.7636886971871049,9.2217473842238,0.0,106.0,1.0
45049,11974725,<=1L,ST,CAT,0,N,25.0,1.1723007836775872,132.0,0.0,7.0,0.0
45068,10323401,5_10L,P,CAT,0,Y,39.0,5.049177105573314,132.0,0.0,67.0,0.0
45102,10985069,5_10L,P,CAT,0,Y,22.0,1.2708654359291731,132.0,0.0,62.0,0.0
45116,10548468,5_10L,P,CAT,0,Y,30.0,7.381873875527522,132.0,0.0,1.0,0.0
45122,100SUNNY,<=1L,O,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
45131,10725995,<=1L,P,CAT,0,N,22.0,132.0,2.125092422109588,0.0,0.0,1.0
45133,10602121,5_10L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
45213,10448902,5_10L,P,CAT,0,N,25.0,132.0,0.9423165950905524,0.0,0.0,1.0
45254,12343053,1_5L,S,CAT,0,N,25.0,1.2380105518453113,1.0737361314260008,178.0,28.0,1.0
45263,10850384,<=1L,S,CAT,0,Y,37.0,1.2051556677614492,1.7636886971871049,0.0,48.0,2.0
45291,10822725,<=1L,S,CAT,0,N,24.0,1.1723007836775872,1.3037203200130354,0.0,25.0,1.0
45303,11225698,<=1L,S,CAT,0,Y,32.0,1.0080263632582769,1.0080263632582769,0.0,4.0,1.0
45304,11212731,5_10L,P,CAT,0,Y,49.0,132.0,1.2051556677614492,0.0,0.0,1.0
45314,1110LAKH,1_5L,S,CAT,0,N,28.0,1.7308338131032426,3.603562205883382,0.0,37.0,1.0
45317,10533130,<=1L,S,CAT,0,Y,21.0,132.0,2.0922375380257257,0.0,0.0,1.0
45331,10395080,<=1L,S,CAT,0,N,23.0,132.0,1.0737361314260008,0.0,0.0,1.0
45336,11994516,5_10L,P,CAT,0,Y,34.0,3.4721426695479334,7.283309223275936,0.0,601.0,74.0
45340,12345NAP,5_10L,P,GL Investments,0,N,20.0,0.9094617110066904,10.437378095326697,0.0,41.0,2.0
45351,10356875,5_10L,P,CAT,0,N,46.0,6.6919213097664185,132.0,0.0,1.0,0.0
45373,11003640,<=1L,S,Brp,0,Y,19.0,132.0,2.617915683367519,0.0,0.0,1.0
45388,10893889,5_10L,P,CAT,0,Y,29.0,8.334665513959523,132.0,0.0,16.0,0.0
45437,11223266,5_10L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0
45452,10976552,5_10L,P,CAT,0,N,23.0,2.880754756038416,3.045029176457726,0.0,46.0,4.0
45454,10951074,5_10L,S,CAT,0,Y,23.0,1.0737361314260008,1.53370450860007,0.0,20.0,1.0
45459,10332422,5_10L,S,CAT,0,N,26.0,1.2380105518453113,1.1723007836775872,0.0,1.0,1.0
45470,10681497,5_10L,P,CAT,0,Y,31.0,1.5665593926839323,132.0,0.0,4.0,0.0
45499,12086058,5_10L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0
45511,10959711,5_10L,P,Franchisee,0,Y,40.0,0.6794775224196558,0.778042174671242,0.0,190.0,214.0
45513,10063201,5_10L,P,CAT,0,Y,18.0,6.429082237095522,132.0,0.0,21.0,0.0
45531,11068644,5_10L,P,CAT,0,Y,20.0,1.0080263632582769,3.767836626302692,0.0,493.0,83.0
45557,1206VISH,1_5L,S,CAT,0,N,37.0,4.227805003476762,132.0,0.0,22.0,0.0
45590,11151220,5_10L,P,CAT,0,Y,19.0,5.344871062328073,1.9279631176064151,0.0,4.0,1.0
45612,11101998,<=1L,ST,CAT,0,N,23.0,9.484586456894696,132.0,0.0,8.0,0.0
45621,12345703,1_5L,S,CAT,0,N,29.0,1.0080263632582769,2.0922375380257257,0.0,106.0,1.0
45625,1000PREM,1_5L,S,CAT,0,N,24.0,2.913609640122278,132.0,0.0,9.0,0.0
45639,10992013,<=1L,P,CAT,0,N,23.0,132.0,132.0,0.0,0.0,0.0
45640,12342593,<=1L,O,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0
45647,10615264,5_10L,P,CAT,0,N,21.0,132.0,3.833546394470417,0.0,4.0,1.0
45692,10889234,<=1L,S,CAT,0,N,19.0,132.0,0.8437519428389662,0.0,0.0,1.0
45705,10657169,5_10L,P,CAT,0,Y,37.0,1.5994142767677944,6.297662700760074,0.0,44.0,1.0
45724,11225588,<=1L,P,CAT,0,N,19.0,132.0,132.0,0.0,0.0,0.0
45729,11912695,<=1L,P,CAT,0,N,20.0,132.0,132.0,0.0,0.0,0.0
45736,10062986,<=1L,S,CAT,0,N,20.0,2.847899871954554,132.0,0.0,40.0,0.0
45759,11090294,5_10L,S,CAT,0,Y,23.0,4.162095235309037,132.0,0.0,13.0,0.0
45769,11881629,1_5L,S,CAT,0,N,25.0,7.677567832282281,8.893198543385179,0.0,22.0,1.0
45814,10907580,<=1L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
45815,10247789,5_10L,S,CAT,0,Y,42.0,1.6651240449355185,1.862253349438691,0.0,10.0,1.0
45825,10231220,<=1L,P,CAT,0,N,20.0,0.6137677542519315,132.0,0.0,36.0,0.0
45857,10882873,5_10L,S,CAT,0,Y,57.0,4.52349896023152,132.0,0.0,2.0,0.0
45877,12346580,<=1L,O,CAT,0,N,22.0,132.0,1.4351398563484838,0.0,0.0,1.0
45878,10615366,5_10L,P,CAT,0,Y,41.0,132.0,132.0,0.0,0.0,0.0
45936,10498317,<=1L,S,CAT,0,N,20.0,0.7123324065035178,1.53370450860007,0.0,5.0,1.0
45948,11032725,<=1L,S,CAT,0,Y,32.0,2.913609640122278,132.0,0.0,105.0,0.0
45953,12347406,5_10L,P,CAT,0,Y,24.0,4.030675698973589,10.601652515746007,0.0,275.0,3.0
45974,10959382,5_10L,P,CAT,0,N,31.0,132.0,1.0408812473421387,31.0,0.0,1.0
45975,10982065,5_10L,P,CAT,0,N,38.0,132.0,132.0,0.0,0.0,0.0
46002,12344215,<=1L,P,CAT,0,N,29.0,2.552205915199795,4.950612453321727,0.0,561.0,3.0
46007,10683615,5_10L,P,CAT,0,Y,20.0,12.54009067669387,132.0,0.0,0.0,0.0
46010,10858888,5_10L,P,CAT,0,Y,34.0,4.392079423896072,132.0,0.0,23.0,0.0
46043,12288799,5_10L,P,CAT,0,N,21.0,10.207393906739664,132.0,0.0,4.0,0.0
46060,10302000,<=1L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0
46067,12974659,5_10L,P,CAT,0,N,27.0,1.7308338131032426,1.895108233522553,0.0,160.0,3.0
46078,11809091,5_10L,P,CAT,0,Y,23.0,132.0,132.0,0.0,0.0,0.0
46092,12340981,5_10L,P,CAT,0,N,35.0,132.0,132.0,0.0,0.0,0.0
46093,11189355,5_10L,P,CAT,0,Y,31.0,7.546148295946833,132.0,0.0,4.0,0.0
46107,10227859,<=1L,S,CAT,0,Y,24.0,1.2708654359291731,1.500849624516208,0.0,43.0,1.0
46137,10145663,5_10L,S,CAT,0,N,41.0,5.114886873741038,132.0,0.0,21.0,0.0
46141,11168448,<=1L,S,CAT,0,Y,26.0,0.7123324065035178,1.0080263632582769,0.0,4.0,1.0
46145,10115307,5_10L,P,CAT,0,N,29.0,3.439287785464072,132.0,0.0,67.0,0.0
46169,11193488,5_10L,S,CAT,0,N,22.0,3.636417089967244,4.293514771644486,0.0,22.0,2.0
46192,10615357,<=1L,P,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0
46194,10445719,<=1L,S,CAT,0,N,20.0,1.3365752040968977,1.9279631176064151,0.0,20.0,4.0
46234,12721018,5_10L,P,CAT,0,Y,35.0,3.5049975536317954,2.223657074361174,0.0,101.0,2.0
46262,10615283,5_10L,P,CAT,0,N,24.0,132.0,132.0,0.0,0.0,0.0
46289,12346571,<=1L,P,CAT,0,N,34.0,132.0,132.0,0.0,0.0,0.0
46292,11776422,1_5L,S,CAT,0,N,31.0,1.0408812473421387,1.862253349438691,2356.0,94.0,30.0
46309,10642040,5_10L,S,CAT,0,Y,25.0,4.884902685154003,132.0,0.0,23.0,0.0
46336,12608064,5_10L,P,CAT,0,Y,27.0,132.0,132.0,0.0,0.0,0.0
46338,11010355,<=1L,S,CAT,0,Y,19.0,2.059382653941864,132.0,0.0,2.0,0.0
46357,10228637,5_10L,S,CAT,0,Y,21.0,4.326369655728348,132.0,31.0,3.0,0.0
46372,10715151,<=1L,S,CAT,0,N,19.0,1.862253349438691,3.242158480960899,0.0,70.0,1.0
46378,10419373,5_10L,P,CAT,0,Y,36.0,7.020470150605039,132.0,0.0,8.0,0.0
46385,10683615,5_10L,P,CAT,0,Y,20.0,12.54009067669387,132.0,0.0,0.0,0.0
46387,10132924,5_10L,P,CAT,0,Y,35.0,2.1579473061934498,132.0,0.0,129.0,0.0
46403,10848382,5_10L,P,CAT,0,N,20.0,5.476290598663521,132.0,0.0,2.0,0.0
46419,11578580,5_10L,P,CAT,0,N,46.0,132.0,132.0,0.0,0.0,0.0
46463,10651801,5_10L,S,CAT,0,N,18.0,1.0408812473421387,1.2380105518453113,0.0,6.0,1.0
46472,10614825,<=1L,ST,CAT,0,N,21.0,1.0408812473421387,2.815044987870692,0.0,307.0,11.0
46480,10615312,5_10L,P,CAT,0,Y,36.0,132.0,132.0,0.0,0.0,0.0
46505,11013132,<=1L,S,CAT,0,Y,44.0,2.4207863788643467,2.4536412629482087,0.0,20.0,1.0
46509,10987815,5_10L,P,CAT,0,Y,22.0,6.461937121179384,132.0,0.0,13.0,0.0
46512,11279904,<=1L,P,others,0,N,25.0,3.9649659308058647,132.0,0.0,19.0,0.0
46525,10457791,5_10L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
46542,10544169,5_10L,S,CAT,0,Y,24.0,0.8437519428389662,132.0,0.0,13.0,0.0
46557,12161365,5_10L,P,CAT,0,N,24.0,9.780280413649455,132.0,0.0,61.0,0.0
46564,12345969,1_5L,S,CAT,0,N,29.0,4.424934307979934,132.0,0.0,8.0,0.0
46600,11101099,1_5L,S,CAT,0,N,45.0,4.720628264734693,132.0,0.0,38.0,0.0
46618,123PAMPO,1_5L,S,CAT,0,N,35.0,0.6794775224196558,3.5049975536317954,43373.0,391.0,3.0
46656,10660813,<=1L,S,CAT,0,Y,24.0,2.880754756038416,132.0,0.0,31.0,0.0
46664,11887577,1_5L,S,CAT,0,N,24.0,1.6651240449355185,132.0,0.0,8.0,0.0
46692,10338390,<=1L,S,CAT,0,Y,22.0,2.683625451535243,2.617915683367519,0.0,10.0,4.0
46707,1234CHIB,5_10L,P,CAT,0,N,23.0,132.0,132.0,0.0,0.0,0.0
46713,10809656,5_10L,P,CAT,0,Y,21.0,132.0,132.0,0.0,0.0,0.0
46725,10965309,<=1L,S,CAT,0,N,20.0,2.4207863788643467,2.585060799283657,0.0,6.0,1.0
46726,11228597,5_10L,S,CAT,0,N,19.0,3.340723133212485,132.0,0.0,22.0,0.0
46731,11239657,5_10L,S,CAT,0,N,24.0,0.7123324065035178,1.4351398563484838,0.0,12.0,2.0
46747,10053874,5_10L,S,CAT,0,N,19.0,2.190802190277312,132.0,0.0,1.0,0.0
46763,11002411,<=1L,S,CAT,0,Y,19.0,2.519351031115933,2.683625451535243,0.0,7.0,1.0
46765,10739910,5_10L,S,CAT,0,N,21.0,2.4536412629482087,2.4536412629482087,0.0,20.0,1.0
46775,10667496,5_10L,S,CAT,0,Y,44.0,2.3550766106966226,2.913609640122278,0.0,80.0,12.0
46780,10600198,<=1L,S,CAT,0,Y,34.0,5.1477417578249005,132.0,0.0,1.0,0.0
46801,10189594,<=1L,S,CAT,0,N,20.0,0.8437519428389662,0.9751714791744146,0.0,65.0,3.0
46808,10477646,1_5L,S,CAT,0,N,21.0,0.6137677542519315,3.373578017296347,0.0,173.0,1.0
46821,123GOREA,<=1L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
46843,10TEJA80,<=1L,S,CAT,0,Y,26.0,2.3550766106966226,132.0,0.0,4.0,0.0
46862,10998933,5_10L,P,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0
46874,10726741,5_10L,S,CAT,0,N,20.0,3.242158480960899,3.242158480960899,0.0,5.0,2.0
46883,11244333,<=1L,S,CAT,0,Y,38.0,1.1723007836775872,3.045029176457726,0.0,40.0,1.0
46894,10630294,<=1L,S,CAT,0,N,31.0,0.7123324065035178,0.8437519428389662,0.0,6.0,1.0
46930,10907593,5_10L,P,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
46957,11514704,5_10L,P,CAT,0,N,20.0,132.0,132.0,0.0,0.0,0.0
47014,10900514,<=1L,S,CAT,0,N,22.0,1.0408812473421387,2.650770567451381,0.0,54.0,3.0
47018,11051993,5_10L,P,CAT,0,N,28.0,5.410580830495797,132.0,0.0,70.0,0.0
47027,10615210,<=1L,P,CAT,0,N,28.0,132.0,132.0,0.0,0.0,0.0
47070,10411320,5_10L,S,CAT,0,N,25.0,1.862253349438691,132.0,0.0,8.0,0.0
47126,10087070,<=1L,S,CAT,0,N,23.0,1.5665593926839323,132.0,0.0,1.0,0.0
47129,10848281,<=1L,S,CAT,0,Y,27.0,0.6466226383357937,1.2708654359291731,0.0,5.0,1.0
47130,10878542,<=1L,S,CAT,0,N,19.0,132.0,0.8108970587551041,0.0,0.0,1.0
47145,10008158,<=1L,O,CAT,0,N,31.0,1.2380105518453113,0.9423165950905524,31.0,94.0,1.0
47156,10264199,5_10L,P,CAT,0,N,45.0,4.392079423896072,1.9279631176064151,0.0,12.0,1.0
47157,11992719,1_5L,S,CAT,0,N,27.0,2.256511958445036,132.0,0.0,79.0,0.0
47179,10361670,<=1L,S,CAT,0,Y,19.0,132.0,3.373578017296347,0.0,0.0,1.0
47210,10491523,5_10L,P,CAT,0,N,22.0,4.096385467141313,4.720628264734693,0.0,239.0,39.0
47245,10910343,<=1L,S,CAT,0,Y,32.0,1.5665593926839323,2.4536412629482087,0.0,16.0,1.0
47247,11703245,5_10L,P,CAT,0,Y,44.0,1.99367288577414,2.650770567451381,0.0,51.0,5.0
47267,10967793,<=1L,S,CAT,0,N,26.0,3.0778840605415883,132.0,0.0,11.0,0.0
47284,11112034,5_10L,S,CAT,0,N,37.0,5.114886873741038,132.0,0.0,16.0,0.0
47286,11007074,<=1L,S,CAT,0,N,22.0,132.0,2.125092422109588,0.0,0.0,1.0
47334,10210489,<=1L,S,CAT,0,N,42.0,0.7123324065035178,0.778042174671242,0.0,9.0,2.0
47342,12340001,5_10L,P,CAT,0,N,34.0,8.203245977624075,1.895108233522553,0.0,29.0,1.0
47349,11018470,<=1L,S,CAT,0,Y,21.0,1.6979789290193803,2.1579473061934498,0.0,29.0,5.0
47353,10505872,5_10L,S,CAT,0,N,47.0,1.139445899593725,132.0,0.0,36.0,0.0
47359,11091987,1_5L,S,CAT,0,N,34.0,1.3365752040968977,132.0,0.0,134.0,0.0
47360,12648521,5_10L,others,CAT,0,Y,23.0,0.7451872905873799,2.650770567451381,0.0,793.0,711.0
47366,10388589,5_10L,P,CAT,0,Y,31.0,132.0,132.0,0.0,0.0,0.0
47379,10843906,<=1L,S,CAT,0,Y,23.0,1.99367288577414,2.880754756038416,0.0,25.0,3.0
47392,10991976,5_10L,P,CAT,0,Y,43.0,132.0,132.0,0.0,0.0,0.0
47397,10781322,<=1L,S,CAT,0,Y,30.0,1.0737361314260008,1.2051556677614492,0.0,67.0,7.0
47416,12348209,5_10L,P,CAT,0,N,23.0,6.593356657514832,9.287457152391523,0.0,47.0,1.0
47423,10362127,5_10L,P,CAT,0,N,43.0,132.0,132.0,0.0,2.0,0.0
47430,11104263,<=1L,S,CAT,0,N,24.0,1.1723007836775872,132.0,0.0,8.0,0.0
47466,12101998,1_5L,S,CAT,0,N,23.0,4.720628264734693,132.0,0.0,28.0,0.0
47477,11149905,<=1L,P,CAT,0,N,24.0,5.607710134998969,132.0,0.0,95.0,0.0
47478,10857653,<=1L,S,CAT,0,N,22.0,1.0408812473421387,1.0737361314260008,0.0,6.0,1.0
47508,10025759,5_10L,S,CAT,0,N,22.0,2.190802190277312,132.0,0.0,6.0,0.0
47516,10395453,<=1L,S,CAT,0,Y,20.0,1.53370450860007,1.99367288577414,0.0,42.0,2.0
47520,10597378,<=1L,S,CAT,0,Y,31.0,2.4207863788643467,2.650770567451381,0.0,24.0,2.0
47540,10242457,<=1L,P,CAT,0,N,21.0,5.114886873741038,132.0,0.0,15.0,0.0
47547,11254964,5_10L,P,CAT,0,N,19.0,132.0,132.0,0.0,0.0,0.0
47558,10491523,5_10L,P,CAT,0,N,22.0,4.096385467141313,4.720628264734693,0.0,239.0,39.0
47564,10644126,<=1L,S,CAT,0,Y,27.0,0.6794775224196558,1.862253349438691,0.0,32.0,3.0
47581,12893613,5_10L,P,CAT,0,N,20.0,10.1745390226558,10.207393906739664,0.0,43.0,4.0
47592,11213161,<=1L,S,CAT,0,N,22.0,0.7451872905873799,3.1107389446254503,0.0,22.0,2.0
47604,10601993,5_10L,P,CAT,0,N,28.0,132.0,2.125092422109588,0.0,0.0,1.0
47618,10187919,5_10L,S,CAT,0,N,20.0,0.9094617110066904,0.9423165950905524,0.0,9.0,3.0
47637,10264199,5_10L,P,CAT,0,N,45.0,4.392079423896072,1.9279631176064151,0.0,12.0,1.0
47643,10246124,5_10L,P,CAT,0,Y,22.0,6.6919213097664185,132.0,0.0,8.0,0.0
47649,12342590,<=1L,P,CAT,0,N,27.0,132.0,1.4351398563484838,0.0,0.0,1.0
47658,10831497,5_10L,P,CAT,0,Y,23.0,132.0,132.0,0.0,9.0,0.0
47670,10911059,5_10L,P,CAT,0,Y,21.0,9.84599018181718,132.0,0.0,1.0,0.0
47694,10003287,<=1L,S,CAT,0,N,21.0,3.9649659308058647,132.0,0.0,11.0,0.0
47703,10011288,5_10L,P,CAT,0,N,53.0,3.275013365044761,132.0,0.0,3.0,0.0
47705,10457072,5_10L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0
47713,10761870,<=1L,S,CAT,0,N,23.0,0.7123324065035178,1.2051556677614492,0.0,14.0,1.0
47726,12354103,5_10L,P,CAT,0,N,21.0,132.0,132.0,0.0,0.0,0.0
47730,10798171,5_10L,P,CAT,0,N,36.0,132.0,132.0,0.0,0.0,0.0
47740,10838350,5_10L,S,CAT,0,N,54.0,132.0,0.5480579860842074,0.0,0.0,1.0
47746,11977312,<=1L,P,CAT,0,N,28.0,132.0,132.0,0.0,0.0,0.0
47750,10510033,5_10L,others,CAT,0,Y,46.0,3.242158480960899,3.537852437715657,0.0,16.0,1.0
47756,10254995,5_10L,P,CAT,0,N,25.0,132.0,132.0,0.0,0.0,0.0
47789,10367690,<=1L,S,CAT,0,Y,23.0,0.9094617110066904,0.9423165950905524,0.0,18.0,7.0
47793,10249201,<=1L,S,CAT,0,Y,21.0,0.7451872905873799,1.7308338131032426,0.0,33.0,1.0
47796,10615154,<=1L,P,CAT,0,N,27.0,132.0,132.0,0.0,0.0,0.0
47861,10000ARG,1_5L,S,CAT,0,N,35.0,1.0080263632582769,132.0,0.0,532.0,0.0
47869,10615295,5_10L,P,CAT,0,Y,21.0,132.0,132.0,0.0,0.0,0.0
47880,10165767,<=1L,ST,CAT,0,N,21.0,6.724776193850281,132.0,0.0,7.0,0.0
47909,11141012,5_10L,P,CAT,0,N,30.0,132.0,132.0,0.0,0.0,0.0
47917,10189239,5_10L,P,CAT,0,Y,23.0,132.0,132.0,0.0,0.0,0.0
47922,10615586,5_10L,S,CAT,0,N,20.0,1.2380105518453113,2.125092422109588,0.0,14.0,1.0
47935,10259957,<=1L,S,CAT,0,N,35.0,1.500849624516208,1.467994740432346,0.0,3.0,1.0
47944,12348578,1_5L,B,CAT,0,N,26.0,2.4536412629482087,4.98346733740559,0.0,1217.0,2242.0
47952,11584340,<=1L,P,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0
47955,11506993,5_10L,P,CAT,0,N,24.0,1.1723007836775872,2.3879314947804846,0.0,1.0,1.0
47962,11027386,5_10L,P,CAT,0,Y,21.0,5.706274787250556,132.0,0.0,3.0,0.0
47972,11015493,5_10L,P,CAT,1,N,54.0,3.767836626302692,3.833546394470417,0.0,127.0,1.0
47974,11098270,5_10L,P,CAT,0,N,43.0,132.0,132.0,0.0,0.0,0.0
47988,12724999,<=1L,P,CAT,0,N,22.0,132.0,132.0,0.0,0.0,0.0
47991,11868792,5_10L,P,CAT,0,Y,31.0,132.0,132.0,0.0,0.0,0.0
48037,10615313,5_10L,P,CAT,0,Y,35.0,132.0,132.0,0.0,0.0,0.0
48090,10951150,5_10L,P,CAT,0,Y,48.0,4.52349896023152,132.0,0.0,28.0,0.0
48102,10314879,<=1L,S,CAT,0,N,19.0,3.57070732179952,3.537852437715657,0.0,1.0,1.0
48180,12758410,5_10L,P,CAT,0,Y,30.0,0.9094617110066904,6.921905498353453,0.0,157.0,43.0
48190,11040533,<=1L,S,CAT,0,N,20.0,0.8437519428389662,132.0,0.0,30.0,0.0
48193,11808089,1_5L,others,CAT,0,N,32.0,4.030675698973589,4.260659887560624,0.0,22.0,2.0
48236,12493402,<=1L,P,CAT,0,N,26.0,132.0,132.0,0.0,0.0,0.0
48300,10003363,5_10L,P,Franchisee,0,Y,34.0,2.4536412629482087,2.683625451535243,0.0,751.0,489.0
48318,11087633,5_10L,S,CAT,0,N,34.0,1.3037203200130354,2.125092422109588,0.0,41.0,1.0
48334,10743080,<=1L,S,CAT,0,N,26.0,2.3879314947804846,2.4207863788643467,0.0,4.0,1.0
48336,10210997,<=1L,P,CAT,0,N,44.0,132.0,132.0,0.0,0.0,0.0
48338,11665500,1_5L,S,CAT,0,N,25.0,0.6794775224196558,3.1107389446254503,0.0,41.0,2.0
48339,11125445,5_10L,P,CAT,0,N,33.0,3.932111046722002,2.125092422109588,0.0,36.0,2.0
48341,10724685,5_10L,P,CAT,0,Y,22.0,4.720628264734693,5.44343571457966,0.0,216.0,6.0
48367,11358327,5_10L,P,CAT,0,N,20.0,9.911699949984904,132.0,0.0,1.0,0.0
48377,10159105,<=1L,S,CAT,0,N,26.0,0.9094617110066904,0.8437519428389662,0.0,5.0,1.0
48392,12348899,<=1L,ST,CAT,0,N,21.0,1.0080263632582769,1.895108233522553,0.0,14.0,1.0
48394,12345261,<=1L,ST,CAT,0,N,21.0,2.125092422109588,132.0,0.0,12.0,0.0
